	k
1027	2.4135499928143354
1028	2.4219391430303774
1029	2.4303574527175527
1030	2.438805023229962
1031	2.447281956273994
1032	2.4557883539095577
1033	2.4643243185513044
1034	2.472889952969867
1035	2.48148536029309
1036	2.49011064400728
1037	2.4987659079584454
1038	2.507451256353546
1039	2.516166793761754
1040	2.5249126251157037
1041	2.5336888557127657
1042	2.542495591216304
1043	2.551332937656958
1044	2.5602010014339083
1045	2.569099889316171
1046	2.578029708443868
1047	2.586990566329532
1048	2.595982570859387
1049	2.605005830294659
1050	2.6140604532728737
1051	2.6231465488091614
1052	2.6322642262975786
1053	2.641413595512413
1054	2.6505947666095198
1055	2.6598078501276325
1056	2.6690529569897072
1057	2.6783301985042467
1058	2.6876396863666523
1059	2.6969815326605553
1060	2.7063558498591784
1061	2.715762750826686
1062	2.725202348819536
1063	2.734674757487855
1064	2.7441800908767977
1065	2.7537184634279264
1066	2.763289989980581
1067	2.7728947857732718
1068	2.7825329664450558
1069	2.792204648036941
1070	2.80190994699327
1071	2.811648980163134
1072	2.8214218648017764
1073	2.831228718571995
1074	2.841069659545576
1075	2.850944806204698
1076	2.8608542774433716
1077	2.8707981925688624
1078	2.8807766713031353
1079	2.890789833784285
1080	2.9008378005679956
1081	2.9109206926289786
1082	2.921038631362443
1083	2.9311917385855435
1084	2.941380136538858
1085	2.951603947887855
1086	2.961863295724365
1087	2.9721583035680763
1088	2.9824890953680057
1089	2.9928557955040045
1090	3.0032585287882463
1091	3.0136974204667384
1092	3.0241725962208186
1093	3.0346841821686823
1094	3.045232304866887
1095	3.0558170913118854
1096	3.066438668941554
1097	3.0770971656367188
1098	3.087792709722707
1099	3.0985254299708815
1100	3.1092954556001997
1101	3.120102916278761
1102	3.1309479421253776
1103	3.14183066371113
1104	3.152751212060951
1105	3.163709718655191
1106	3.1747063154312114
1107	3.185741134784969
1108	3.196814309572605
1109	3.2079259731120557
1110	3.219076259184645
1111	3.2302653020367074
1112	3.2414932363811917
1113	3.2527601973992963
1114	3.264066320742083
1115	3.2754117425321234
1116	3.2867965993651262
1117	3.2982210283115916
1118	3.309685166918452
1119	3.321189153210737
1120	3.3327331256932315
1121	3.3443172233521383
1122	3.3559415856567627
1123	3.367606352561178
1124	3.3793116645059245
1125	3.3910576624196866
1126	3.402844487721004
1127	3.4146722823199593
1128	3.4265411886199004
1129	3.438451349519142
1130	3.450402908412699
1131	3.4623960091940047
1132	3.474430796256641
1133	3.486507414496088
1134	3.4986260093114545
1135	3.510786726607242
1136	3.522989712795088
1137	3.535235114795544
1138	3.5475230800398263
1139	3.559853756471611
1140	3.5722272925487957
1141	3.5846438372453022
1142	3.597103540052864
1143	3.609606550982821
1144	3.6221530205679375
1145	3.6347430998642016
1146	3.6473769404526566
1147	3.660054694441212
1148	3.6727765144664906
1149	3.68554255369565
1150	3.6983529658282426
1151	3.71120790509805
1152	3.724107526274955
1153	3.7370519846667953
1154	3.750041436121234
1155	3.7630760370276435
1156	3.776155944318976
1157	3.7892813154736675
1158	3.802452308517519
1159	3.8156690820256127
1160	3.8289317951242086
1161	3.842240607492674
1162	3.855595679365389
1163	3.868997171533696
1164	3.8824452453478147
1165	3.8959400627188012
1166	3.909481786120492
1167	3.9230705785914513
1168	3.936706603736951
1169	3.950390025730924
1170	3.964121009317954
1171	3.977899719815247
1172	3.991726323114633
1173	4.005600985684554
1174	4.019523874572076
1175	4.03349515740489
1176	4.047515002393344
1177	4.06158357833246
1178	4.07570105460396
1179	4.089867601178321
1180	4.104083388616805
1181	4.118348588073528
1182	4.132663371297505
1183	4.1470279106347325
1184	4.161442379030252
1185	4.1759069500302415
1186	4.1904217977840945
1187	4.204987097046526
1188	4.219603023179677
1189	4.234269752155213
1190	4.248987460556459
1191	4.2637563255805135
1192	4.278576525040391
1193	4.2934482373671505
1194	4.308371641612063
1195	4.3233469174487436
1196	4.338374245175338
1197	4.35345380571667
1198	4.3685857806264465
1199	4.383770352089415
1200	4.399007702923577
1201	4.4142980165823875
1202	4.42964147715695
1203	4.445038269378248
1204	4.460488578619359
1205	4.475992590897698
1206	4.491550492877238
1207	4.507162471870782
1208	4.522828715842192
1209	4.538549413408678
1210	4.554324753843044
1211	4.570154927075988
1212	4.586040123698378
1213	4.601980534963543
1214	4.617976352789587
1215	4.634027769761689
1216	4.650134979134431
1217	4.666298174834113
1218	4.682517551461103
1219	4.698793304292164
1220	4.715125629282819
1221	4.731514723069699
1222	4.7479607829729185
1223	4.764464006998451
1224	4.7810245938405
1225	4.797642742883913
1226	4.814318654206562
1227	4.8310525285817665
1228	4.847844567480698
1229	4.8646949730748235
1230	4.881603948238315
1231	4.898571696550518
1232	4.915598422298381
1233	4.932684330478934
1234	4.949829626801736
1235	4.967034517691371
1236	4.984299210289923
1237	5.0016239124594675
1238	5.0190088327845865
1239	5.0364541805748635
1240	5.0539601658674185
1241	5.071526999429423
1242	5.0891548927606545
1243	5.106844058096022
1244	5.124594708408143
1245	5.142407057409885
1246	5.160281319556963
1247	5.178217710050502
1248	5.196216444839634
1249	5.214277740624104
1250	5.232401814856868
1251	5.2505888857467236
1252	5.268839172260922
1253	5.287152894127823
1254	5.30553027183952
1255	5.323971526654515
1256	5.342476880600363
1257	5.361046556476361
1258	5.379680777856226
1259	5.398379769090776
1260	5.41714375531065
1261	5.435972962428997
1262	5.454867617144221
1263	5.473827946942685
1264	5.49285418010147
1265	5.511946545691107
1266	5.531105273578354
1267	5.55033059442894
1268	5.569622739710365
1269	5.588981941694668
1270	5.608408433461239
1271	5.6279024488996185
1272	5.647464222712303
1273	5.667093990417596
1274	5.686791988352413
1275	5.706558453675156
1276	5.726393624368544
1277	5.7462977392425
1278	5.766271037937005
1279	5.786313760925004
1280	5.806426149515281
1281	5.826608445855384
1282	5.846860892934527
1283	5.867183734586514
1284	5.8875772154926915
1285	5.90804158118487
1286	5.9285770780483045
1287	5.949183953324639
1288	5.969862455114904
1289	5.990612832382483
1290	6.011435334956132
1291	6.03233021353296
1292	6.053297719681478
1293	6.074338105844607
1294	6.095451625342718
1295	6.1166385323766965
1296	6.137899082030982
1297	6.159233530276664
1298	6.180642133974537
1299	6.202125150878218
1300	6.2236828396372275
1301	6.245315459800126
1302	6.267023271817615
1303	6.288806537045695
1304	6.310665517748795
1305	6.332600477102941
1306	6.354611679198925
1307	6.376699389045466
1308	6.398863872572433
1309	6.4211053966340135
1310	6.443424229011953
1311	6.465820638418756
1312	6.488294894500947
1313	6.510847267842287
1314	6.533478029967062
1315	6.556187453343325
1316	6.5789758113861945
1317	6.601843378461143
1318	6.624790429887289
1319	6.64781724194073
1320	6.6709240918578505
1321	6.694111257838676
1322	6.717379019050208
1323	6.740727655629801
1324	6.764157448688514
1325	6.787668680314521
1326	6.811261633576481
1327	6.834936592526968
1328	6.858693842205878
1329	6.882533668643869
1330	6.906456358865791
1331	6.930462200894156
1332	6.954551483752593
1333	6.978724497469358
1334	7.002981533080779
1335	7.027322882634793
1336	7.051748839194445
1337	7.076259696841451
1338	7.100855750679682
1339	7.125537296838756
1340	7.150304632477612
1341	7.175158055788048
1342	7.200097865998343
1343	7.2251243633768425
1344	7.250237849235602
1345	7.275438625933973
1346	7.300726996882272
1347	7.3261032665454175
1348	7.351567740446627
1349	7.37712072517105
1350	7.40276252836948
1351	7.428493458762085
1352	7.454313826142075
1353	7.4802239413794664
1354	7.5062241164248045
1355	7.532314664312953
1356	7.558495899166818
1357	7.584768136201157
1358	7.611131691726364
1359	7.6375868831522995
1360	7.664134028992077
1361	7.6907734488659205
1362	7.717505463505
1363	7.744330394755325
1364	7.771248565581572
1365	7.798260300070992
1366	7.825365923437346
1367	7.8525657620247635
1368	7.879860143311706
1369	7.907249395914898
1370	7.93473384959331
1371	7.962313835252083
1372	7.989989684946544
1373	8.017761731886191
1374	8.045630310438728
1375	8.073595756134058
1376	8.101658405668326
1377	8.12981859690802
1378	8.158076668893967
1379	8.186432961845469
1380	8.214887817164367
1381	8.24344157743919
1382	8.272094586449235
1383	8.30084718916873
1384	8.329699731770976
1385	8.358652561632548
1386	8.387706027337424
1387	8.416860478681215
1388	8.446116266675393
1389	8.475473743551467
1390	8.504933262765263
1391	8.53449517900116
1392	8.564159848176395
1393	8.593927627445291
1394	8.623798875203605
1395	8.653773951092807
1396	8.683853216004463
1397	8.714037032084516
1398	8.744325762737676
1399	8.77471977263182
1400	8.805219427702335
1401	8.835825095156553
1402	8.866537143478155
1403	8.89735594243165
1404	8.928281863066763
1405	8.959315277722943
1406	8.990456560033833
1407	9.021706084931791
1408	9.05306422865237
1409	9.084531368738853
1410	9.11610788404684
1411	9.147794154748752
1412	9.179590562338442
1413	9.21149748963577
1414	9.243515320791253
1415	9.27564444129063
1416	9.307885237959542
1417	9.340238098968172
1418	9.37270341383595
1419	9.405281573436195
1420	9.437972970000846
1421	9.470777997125209
1422	9.503697049772642
1423	9.536730524279351
1424	9.569878818359133
1425	9.603142331108218
1426	9.63652146301
1427	9.670016615939913
1428	9.703628193170232
1429	9.737356599374987
1430	9.77120224063476
1431	9.805165524441625
1432	9.839246859704026
1433	9.873446656751746
1434	9.907765327340783
1435	9.942203284658339
1436	9.976760943327827
1437	10.011438719413801
1438	10.046237030427001
1439	10.081156295329368
1440	10.116196934539124
1441	10.15135936993577
1442	10.186644024865213
1443	10.22205132414484
1444	10.257581694068666
1445	10.293235562412416
1446	10.329013358438702
1447	10.364915512902222
1448	10.40094245805488
1449	10.437094627651037
1450	10.473372456952715
1451	10.509776382734868
1452	10.546306843290592
1453	10.582964278436434
1454	10.619749129517665
1455	10.656661839413646
1456	10.693702852543089
1457	10.730872614869439
1458	10.768171573906281
1459	10.805600178722655
1460	10.843158879948517
1461	10.88084812978013
1462	10.918668381985565
1463	10.95662009191009
1464	10.994703716481691
1465	11.032919714216572
1466	11.071268545224694
1467	11.109750671215268
1468	11.148366555502335
1469	11.187116663010384
1470	11.22600146027988
1471	11.265021415472926
1472	11.30417699837888
1473	11.343468680420049
1474	11.382896934657303
1475	11.42246223579582
1476	11.462165060190765
1477	11.502005885853084
1478	11.541985192455183
1479	11.582103461336741
1480	11.622361175510541
1481	11.662758819668207
1482	11.703296880186098
1483	11.743975845131134
1484	11.784796204266721
1485	11.825758449058572
1486	11.866863072680681
1487	11.90811057002123
1488	11.949501437688594
1489	11.991036174017252
1490	12.032715279073821
1491	12.074539254663119
1492	12.116508604334118
1493	12.158623833386073
1494	12.200885448874574
1495	12.243293959617697
1496	12.285849876202057
1497	12.328553710989011
1498	12.371405978120796
1499	12.41440719352677
1500	12.457557874929547
1501	12.500858541851287
1502	12.544309715619915
1503	12.587911919375463
1504	12.631665678076274
1505	12.675571518505379
1506	12.71962996927686
1507	12.763841560842158
1508	12.808206825496487
1509	12.852726297385239
1510	12.897400512510448
1511	12.942230008737182
1512	12.987215325800062
1513	13.032357005309729
1514	13.07765559075943
1515	13.123111627531479
1516	13.168725662903848
1517	13.214498246056818
1518	13.2604299280795
1519	13.30652126197652
1520	13.352772802674657
1521	13.399185107029579
1522	13.445758733832456
1523	13.492494243816754
1524	13.539392199664952
1525	13.586453166015374
1526	13.633677709468902
1527	13.68106639859584
1528	13.728619803942804
1529	13.776338498039506
1530	13.8242230554057
1531	13.872274052558074
1532	13.920492068017248
1533	13.968877682314652
1534	14.017431477999573
1535	14.066154039646145
1536	14.115045953860433
1537	14.164107809287422
1538	14.213340196618143
1539	14.262743708596817
1540	14.312318940027929
1541	14.36206648778342
1542	14.411986950809862
1543	14.462080930135725
1544	14.512349028878521
1545	14.562791852252122
1546	14.613410007574027
1547	14.664204104272724
1548	14.71517475389494
1549	14.766322570113052
1550	14.81764816873252
1551	14.869152167699207
1552	14.92083518710688
1553	14.97269784920465
1554	15.02474077840452
1555	15.076964601288816
1556	15.129369946617782
1557	15.181957445337131
1558	15.234727730585698
1559	15.287681437702968
1560	15.340819204236778
1561	15.394141669951033
1562	15.447649476833318
1563	15.501343269102689
1564	15.5552236932174
1565	15.609291397882748
1566	15.663547034058784
1567	15.71799125496822
1568	15.772624716104266
1569	15.827448075238568
1570	15.882461992429052
1571	15.937667130027904
1572	15.993064152689602
1573	16.048653727378817
1574	16.10443652337851
1575	16.160413212297954
1576	16.21658446808089
1577	16.272950967013536
1578	16.32951338773281
1579	16.386272411234444
1580	16.44322872088127
1581	16.50038300241134
1582	16.557735943946245
1583	16.615288235999373
1584	16.67304057148429
1585	16.730993645722975
1586	16.789148156454242
1587	16.847504803842202
1588	16.906064290484576
1589	16.964827321421243
1590	17.023794604142665
1591	17.082966848598502
1592	17.142344767206044
1593	17.201929074858846
1594	17.261720488935328
1595	17.32171972930745
1596	17.381927518349308
1597	17.442344580945846
1598	17.502971644501674
1599	17.563809438949686
1600	17.62485869675995
1601	17.686120152948465
1602	17.747594545086102
1603	17.809282613307353
1604	17.87118510031934
1605	17.933302751410714
1606	17.995636314460683
1607	18.058186539947926
1608	18.120954180959675
1609	18.183939993200845
1610	18.247144735003015
1611	18.310569167333625
1612	18.37421405380512
1613	18.438080160684194
1614	18.502168256900937
1615	18.56647911405813
1616	18.631013506440517
1617	18.69577221102421
1618	18.76075600748591
1619	18.825965678212366
1620	18.891402008309846
1621	18.95706578561348
1622	19.022957800696812
1623	19.089078846881293
1624	19.15542972024589
1625	19.222011219636585
1626	19.28882414667604
1627	19.355869305773215
1628	19.423147504133162
1629	19.490659551766576
1630	19.55840626149965
1631	19.626388448983892
1632	19.69460693270584
1633	19.763062533996997
1634	19.831756077043668
1635	19.90068838889697
1636	19.969860299482683
1637	20.039272641611294
1638	20.108926250988002
1639	20.17882196622286
1640	20.248960628840745
1641	20.31934308329156
1642	20.38997017696044
1643	20.460842760177858
1644	20.53196168622993
1645	20.603327811368654
1646	20.674941994822287
1647	20.74680509880559
1648	20.818917988530274
1649	20.89128153221537
1650	20.96389660109779
1651	21.03676406944267
1652	21.10988481455398
1653	21.183259716785063
1654	21.256889659549298
1655	21.33077552933062
1656	21.404918215694245
1657	21.479318611297472
1658	21.553977611900265
1659	21.628896116376154
1660	21.704075026722986
1661	21.779515248073906
1662	21.85521768870809
1663	21.931183260061797
1664	22.007412876739266
1665	22.08390745652385
1666	22.160667920388914
1667	22.237695192508983
1668	22.314990200270966
1669	22.392553874285145
1670	22.470387148396505
1671	22.54849095969591
1672	22.6268662485315
1673	22.705513958519838
1674	22.7844350365574
1675	22.86363043283191
1676	22.943101100833875
1677	23.02284799736793
1678	23.102872082564417
1679	23.183174319891037
1680	23.263755676164276
1681	23.344617121561175
1682	23.425759629630935
1683	23.507184177306744
1684	23.588891744917408
1685	23.670883316199223
1686	23.753159878307795
1687	23.835722421830013
1688	23.91857194079583
1689	24.00170943269029
1690	24.085135898465644
1691	24.16885234255322
1692	24.252859772875635
1693	24.33715920085887
1694	24.42175164144456
1695	24.50663811310204
1696	24.591819637840732
1697	24.67729724122239
1698	24.76307195237355
1699	24.84914480399776
1700	24.935516832388092
1701	25.022189077439716
1702	25.109162582662233
1703	25.196438395192366
1704	25.28401756580651
1705	25.37190114893348
1706	25.460090202667054
1707	25.54858578877882
1708	25.6373889727309
1709	25.72650082368889
1710	25.815922414534576
1711	25.90565482187892
1712	25.995699126075102
1713	26.086056411231386
1714	26.17672776522426
1715	26.26771427971148
1716	26.35901705014534
1717	26.450637175785676
1718	26.54257575971322
1719	26.634833908842833
1720	26.727412733936927
1721	26.820313349618683
1722	26.913536874385578
1723	27.007084430622793
1724	27.100957144616853
1725	27.19515614656899
1726	27.28968257060887
1727	27.3845375548083
1728	27.479722241194782
1729	27.575237775765366
1730	27.671085308500395
1731	27.76726599337746
1732	27.86378098838513
1733	27.960631455536998
1734	28.05781856088562
1735	28.155343474536675
1736	28.25320737066286
1737	28.351411427518144
1738	28.449956827452002
1739	28.54884475692352
1740	28.648076406515752
1741	28.747652970950035
1742	28.84757564910046
1743	28.947845644008144
1744	29.048464162895833
1745	29.149432417182382
1746	29.250751622497436
1747	29.352422998695914
1748	29.454447769872772
1749	29.556827164377832
1750	29.65956241483039
1751	29.762654758134182
1752	29.866105435492212
1753	29.96991569242181
1754	30.074086778769466
1755	30.178619948725967
1756	30.283516460841472
1757	30.388777578040763
1758	30.494404567638274
1759	30.600398701353438
1760	30.706761255326096
1761	30.813493510131675
1762	30.920596750796726
1763	31.028072266814334
1764	31.13592135215977
1765	31.24414530530588
1766	31.352745429238848
1767	31.461723031473817
1768	31.571079424070753
1769	31.680815923650066
1770	31.79093385140854
1771	31.901434533135347
1772	32.01231929922782
1773	32.12358948470757
1774	32.235246429236554
1775	32.34729147713327
1776	32.45972597738878
1777	32.57255128368307
1778	32.68576875440131
1779	32.7993797526503
1780	32.91338564627471
1781	33.027787807873636
1782	33.14258761481724
1783	33.2577864492631
1784	33.37338569817303
1785	33.48938675332968
1786	33.605791011353446
1787	33.72259987371905
1788	33.83981474677259
1789	33.95743704174838
1790	34.07546817478608
1791	34.193909566947546
1792	34.312762644234084
1793	34.43202883760352
1794	34.551709582987584
1795	34.67180632130903
1796	34.792320498499
1797	34.91325356551463
1798	35.03460697835624
1799	35.15638219808504
1800	35.278580690840656
1801	35.40120392785888
1802	35.52425338548923
1803	35.64773054521282
1804	35.771636893660144
1805	35.89597392262912
1806	36.020743129102826
1807	36.14594601526763
1808	36.27158408853142
1809	36.39765886154147
1810	36.52417185220286
1811	36.65112458369664
1812	36.77851858449833
1813	36.906355388396086
1814	37.03463653450935
1815	37.163363567307265
1816	37.29253803662745
1817	37.422161497694404
1818	37.552235511138385
1819	37.68276164301427
1820	37.813741464820204
1821	37.94517655351669
1822	38.077068491545454
1823	38.20941886684869
1824	38.34222927288792
1825	38.47550130866336
1826	38.60923657873308
1827	38.743436693232475
1828	38.87810326789341
1829	39.013237924063816
1830	39.1488422887273
1831	39.28491799452253
1832	39.42146667976299
1833	39.558489988456714
1834	39.695989570326155
1835	39.83396708082785
1836	39.9724241811725
1837	40.111362538344906
1838	40.25078382512418
1839	40.39068972010366
1840	40.531081907711204
1841	40.671962078229654
1842	40.81333192781689
1843	40.95519315852643
1844	41.09754747832784
1845	41.24039660112748
1846	41.38374224678886
1847	41.52758614115355
1848	41.67193001606182
1849	41.81677560937372
1850	41.962124664989716
1851	42.10797893287181
1852	42.25434016906476
1853	42.401210135716944
1854	42.54859060110175
1855	42.69648333963881
1856	42.844890131915484
1857	42.993812764708075
1858	43.1432530310035
1859	43.29321273002083
1860	43.44369366723303
1861	43.59469765438854
1862	43.746226509533166
1863	43.89828205703212
1864	44.05086612759168
1865	44.20398055828147
1866	44.35762719255645
1867	44.51180788027927
1868	44.66652447774235
1869	44.82177884769031
1870	44.97757285934238
1871	45.13390838841506
1872	45.29078731714443
1873	45.44821153430899
1874	45.60618293525232
1875	45.764703421906084
1876	45.92377490281264
1877	46.083399293148155
1878	46.24357851474582
1879	46.40431449611871
1880	46.56560917248315
1881	46.72746448578197
1882	46.889882384708066
1883	47.052864824727536
1884	47.21641376810346
1885	47.38053118391941
1886	47.54521904810335
1887	47.71047934345114
1888	47.876314059650554
1889	48.042725193305365
1890	48.20971474795913
1891	48.377284734119456
1892	48.54543716928215
1893	48.71417407795569
1894	48.8834974916853
1895	49.0534094490776
1896	49.22391199582508
1897	49.39500718473089
1898	49.56669707573331
1899	49.738983735930624
1900	49.91186923960625
1901	50.08535566825331
1902	50.25944511059998
1903	50.43413966263449
1904	50.60944142763059
1905	50.78535251617254
1906	50.961875046180715
1907	51.139011142937065
1908	51.31676293911083
1909	51.49513257478397
1910	51.67412219747706
1911	51.85373396217527
1912	52.033970031354066
1913	52.214832575005396
1914	52.39632377066374
1915	52.57844580343254
1916	52.761200866010164
1917	52.94459115871655
1918	53.12861888951957
1919	53.31328627406183
1920	53.49859553568704
1921	53.68454890546691
1922	53.87114862222822
1923	54.0583969325794
1924	54.24629609093784
1925	54.43484835955689
1926	54.62405600855333
1927	54.81392131593439
1928	55.00444656762535
1929	55.195634057497
1930	55.38748608739346
1931	55.58000496715956
1932	55.773193014668784
1933	55.96705255585143
1934	56.16158592472218
1935	56.35679546340849
1936	56.552683522178654
1937	56.74925245947033
1938	56.94650464191857
1939	57.14444244438461
1940	57.34306824998425
1941	57.54238445011687
1942	57.74239344449381
1943	57.943097641167526
1944	58.14449945656045
1945	58.34660131549434
1946	58.54940565121909
1947	58.752914905442225
1948	58.957131528358474
1949	59.1620579786789
1950	59.367696723660764
1951	59.57405023913707
1952	59.78112100954667
1953	59.98891152796377
1954	60.19742429612819
1955	60.40666182447539
1956	60.61662663216693
1957	60.8273212471204
1958	61.03874820604009
1959	61.25091005444769
1960	61.463809346712544
1961	61.677448646082716
1962	61.89183052471565
1963	62.10695756370945
1964	62.322832353133535
1965	62.53945749206011
1966	62.756835588595294
1967	62.97496925991083
1968	63.193861132275146
1969	63.41351384108521
1970	63.633930030898455
1971	63.8551123554642
1972	64.07706347775589
1973	64.29978607000298
1974	64.52328281372347
1975	64.74755639975568
1976	64.97260952829097
1977	65.19844490890611
1978	65.42506526059618
1979	65.65247331180687
1980	65.88067180046757
1981	66.1096634740245
1982	66.33945108947343
1983	66.57003741339308
1984	66.80142522197835
1985	67.033617301074
1986	67.26661644620779
1987	67.50042546262435
1988	67.7350471653189
1989	67.97048437907138
1990	68.20673993848007
1991	68.44381668799583
1992	68.68171748195672
1993	68.92044518462181
1994	69.16000267020597
1995	69.40039282291438
1996	69.64161853697753
1997	69.8836827166856
1998	70.1265882764237
1999	70.37033814070693
2000	70.61493524421573
2001	70.86038253183085
2002	71.10668295866907
2003	71.3538394901189
2004	71.6018551018759
2005	71.8507327799788
2006	72.10047552084528
2007	72.3510863313084
2008	72.60256822865223
2009	72.85492424064864
2010	73.10815740559349
2011	73.3622707723435
2012	73.61726740035265
2013	73.8731503597091
2014	74.12992273117219
2015	74.38758760620973
2016	74.64614808703483
2017	74.90560728664339
2018	75.1659683288519
2019	75.42723434833457
2020	75.6894084906613
2021	75.95249391233548
2022	76.21649378083235
2023	76.48141127463651
2024	76.74724958328063
2025	77.01401190738368
2026	77.28170145868968
2027	77.55032146010603
2028	77.81987514574251
2029	78.09036576095036
2030	78.36179656236101
2031	78.63417081792554
2032	78.90749180695384
2033	79.1817628201545
2034	79.45698715967386
2035	79.73316813913613
2036	80.01030908368311
2037	80.28841333001459
2038	80.56748422642795
2039	80.84752513285879
2040	81.12853942092163
2041	81.41053047394993
2042	81.69350168703728
2043	81.97745646707797
2044	82.26239823280848
2045	82.54833041484801
2046	82.83525645574021
2047	83.12317980999443
2048	83.4121039441276
