T	P_model	P_retr
0.0	0.0	219.77745468634106
3e-09	0.0	219.77745468634106
6e-09	0.0	219.77745468634106
9e-09	0.0	219.77745468634106
1.2e-08	0.0	219.77745468634106
1.5e-08	0.0	219.77745468634106
1.8e-08	0.0	219.77745468634106
2.1e-08	0.0	219.77745468634106
2.4e-08	0.0	219.77745468634106
2.7e-08	0.0	219.77745468634106
3e-08	0.0	219.77745468634106
3.3e-08	0.0	219.77745468634106
3.6e-08	0.0	219.77745468634106
3.9e-08	0.0	219.77745468634106
4.2e-08	0.0	219.77745468634106
4.5e-08	0.0	219.77745468634106
4.8e-08	0.0	219.77745468634106
5.1e-08	0.0	219.77745468634106
5.4e-08	0.0	219.77745468634106
5.7e-08	0.0	219.77745468634106
6e-08	0.0	219.77745468634106
6.3e-08	0.0	219.77745468634106
6.6e-08	0.0	219.77745468634106
6.9e-08	0.0	219.77745468634106
7.2e-08	0.0	219.77745468634106
7.5e-08	0.0	219.77745468634106
7.8e-08	0.0	219.77745468634106
8.1e-08	0.0	219.77745468634106
8.4e-08	0.0	219.77745468634106
8.7e-08	0.0	219.77745468634106
9e-08	0.0	219.77745468634106
9.3e-08	0.0	219.77745468634106
9.6e-08	0.0	219.77745468634106
9.9e-08	0.0	219.77745468634106
1.02e-07	0.0	219.77745468634106
1.05e-07	0.0	219.77745468634106
1.08e-07	0.0	219.77745468634106
1.11e-07	0.0	219.77745468634106
1.14e-07	0.0	219.77745468634106
1.17e-07	0.0	219.77745468634106
1.2e-07	0.0	219.77745468634106
1.23e-07	0.0	219.77745468634106
1.26e-07	0.0	219.77745468634106
1.29e-07	0.0	219.77745468634106
1.32e-07	0.0	219.77745468634106
1.35e-07	0.0	219.77745497161473
1.38e-07	0.0	219.78494204270598
1.41e-07	0.0	235.89611721513333
1.44e-07	0.0	3240.550239413802
1.47e-07	58656.857011374355	57399.51217692713
1.5e-07	164179.6397710805	166270.13891376683
1.53e-07	200000.0	185102.85960443647
1.56e-07	197212.20762018833	175043.27405443083
1.59e-07	162317.931063355	164777.8243970426
1.62e-07	151408.85976878362	155113.18377607298
1.65e-07	143627.7171861308	146016.15566568423
1.68e-07	124583.20385704769	137453.40414204882
1.71e-07	114412.7309779843	129393.5506639972
1.74e-07	116242.50642176601	121807.0595801033
1.77e-07	85313.31025255761	114666.12989413134
1.8e-07	104082.35562776349	107944.59338718776
1.83e-07	118667.01533893471	101617.81872324897
1.86e-07	96074.91821331598	95662.62118665793
1.89e-07	87906.26492328099	90057.17772081743
1.92e-07	103656.5062403497	84780.94695673783
1.9499999999999999e-07	67799.50237303646	79814.59393837822
1.98e-07	75639.84854663702	75139.91926893701
2.0099999999999999e-07	58077.15416052712	70739.79241844328
2.04e-07	69479.26642200389	66598.08894825267
2.07e-07	55773.86349517742	62699.63142240581
2.1e-07	64794.24935565706	59030.13378931402
2.13e-07	61672.03532575166	55576.149029959495
2.16e-07	51844.44016804696	52325.01988076265
2.19e-07	50041.5241752828	49264.832450540045
2.22e-07	59440.0913947729	46384.37256157928
2.25e-07	43592.71956598018	43673.084654842096
2.28e-07	44241.24985369402	41121.0331087011
2.31e-07	41017.7379374948	38718.86582946208
2.34e-07	32751.43896841958	36457.77998024706
2.37e-07	34888.00723252445	34329.48972265106
2.4e-07	40928.31313762938	32326.19585295979
2.43e-07	29045.341348108548	30440.557221659714
2.46e-07	31325.187598448323	28665.66383150564
2.49e-07	29401.584633870236	26995.011515562874
2.52e-07	30514.393204634922	25422.478102430603
2.55e-07	23292.566637377695	23942.300981302895
2.58e-07	23819.0495740579	22549.05598465392
2.61e-07	24806.259331613885	21237.637511161705
2.64e-07	16317.310849950138	20003.23981603046
2.67e-07	16133.430069179436	18841.339400148892
2.7e-07	14837.550907468558	17747.67843354914
2.73e-07	18683.129097016827	16718.24915242062
2.76e-07	16381.028470044006	15749.279172501247
2.79e-07	15237.494001983834	14837.217665026228
2.82e-07	18690.51200976216	13978.722344575972
2.85e-07	13831.821646811746	13170.647221138972
2.88e-07	14344.36993092597	12410.031071507285
2.91e-07	12417.023927845621	11694.086587756978
2.94e-07	12330.129861094665	11020.190163048308
2.9699999999999997e-07	10852.65747221715	10385.8722773147
3e-07	9347.10580754684	9788.808447608972
3.03e-07	8988.179837305748	9226.810709943747
3.06e-07	9688.246586603687	8697.81960141103
3.09e-07	8588.381964364598	8199.896613199002
3.12e-07	8881.171975020023	7731.217086849891
3.15e-07	6340.795430939957	7290.063527727034
3.18e-07	9309.831957291352	6874.819311187904
3.21e-07	8276.368610135685	6483.962758399281
3.24e-07	6274.777209118684	6116.061560085039
3.27e-07	6061.590073873453	5769.767527772224
3.3e-07	7020.859111628461	5443.811653301174
3.33e-07	5413.8849826743935	5136.999458494972
3.36e-07	4530.96504576337	4848.206617946959
3.39e-07	4935.009425489655	4576.374838885938
3.42e-07	4207.425462093444	4320.507983020466
3.45e-07	4166.485034412837	4079.668416150738
3.48e-07	2825.0738678568823	3852.97357217105
3.51e-07	3808.1494781490496	3639.5927188714154
3.54e-07	3795.842790549972	3438.7439136865996
3.57e-07	3422.889938081622	3249.6911382366798
3.6e-07	2630.0664712296716	3071.741601158622
3.63e-07	3538.1112345512347	2904.24319934498
3.66e-07	2590.711216377626	2746.5821282862967
3.69e-07	2431.609401471159	2598.180632760221
3.72e-07	2264.701491855411	2458.4948896246947
3.75e-07	2146.6459219187127	2327.0130149565503
3.78e-07	2361.5073516783978	2203.253188232668
3.81e-07	1716.4867161353095	2086.761886679636
3.84e-07	1990.681756594702	1977.1122233216183
3.87e-07	1332.4455546034872	1873.9023826361906
3.8999999999999997e-07	1310.62913265931	1776.7541480854816
3.93e-07	1584.2140975125028	1685.3115161267212
3.96e-07	1802.0349849561496	1599.2393916232074
3.99e-07	1240.6243572394908	1518.2223598749372
4.0199999999999997e-07	1308.214276940773	1441.9635307689803
4.05e-07	1435.9927362543972	1370.1834508139257
4.08e-07	1364.8701793179914	1302.6190790715427
4.11e-07	1163.4906123799292	1239.0228232328582
4.14e-07	1286.1858512981223	1179.1616323063622
4.17e-07	974.4025871546862	1122.8161425934506
4.2e-07	1250.452907629591	1069.7798738214794
4.23e-07	1000.4752001945519	1019.8584724886571
4.26e-07	979.3424081745463	972.8689996479545
4.29e-07	900.3365841271577	928.6392605201099
4.32e-07	692.705883463028	887.0071734790597
4.35e-07	636.0023392510891	847.8201760974182
4.38e-07	588.5616549858539	810.9346660754331
4.41e-07	585.1318672939157	776.2154750046896
4.44e-07	630.5187729469116	743.5353730381355
4.47e-07	626.6264369756597	712.7746026512845
4.5e-07	575.4352123508556	683.8204397860359
4.53e-07	526.0855453411745	656.5667807689081
4.56e-07	404.4125142730342	630.9137534899417
4.59e-07	335.47892673562603	606.767351417405
4.62e-07	345.0099008996648	584.0390891071447
4.65e-07	412.515978506804	562.6456779441819
4.68e-07	388.65747511495397	542.5087209282924
4.71e-07	368.8647102996875	523.5544253851015
4.74e-07	337.3891065335334	505.7133325499169
4.77e-07	309.1420077935008	488.9200630333375
4.8e-07	232.66998146119687	473.11307723590465
4.83e-07	264.9635914633277	458.23444983380205
4.86e-07	225.89892463558314	444.2296575092255
4.89e-07	246.1746438534866	431.04737914752604
4.92e-07	211.11967804293675	418.6393077689605
4.95e-07	260.02998355251106	406.9599735058566
4.98e-07	226.90459267025904	395.9665769764851
5.009999999999999e-07	182.75510546499385	385.61883244503645
5.04e-07	191.24781044558628	375.8788201929489
5.07e-07	215.06308370034208	366.7108475606051
5.1e-07	158.06751821985515	358.08131815016793
5.13e-07	165.88296872735697	349.95860871025525
5.16e-07	151.9322557637266	342.31295325128565
5.19e-07	114.82760653716791	335.1163339668344
5.22e-07	114.91240456789012	328.34237856127453
5.25e-07	133.00052276105802	321.9662636074581
5.28e-07	107.11287447652504	315.96462358028623
5.31e-07	109.7638793366013	310.31546523282134
5.34e-07	78.23608712660216	304.99808700116296
5.37e-07	100.9686588110665	299.99300314275
5.4e-07	107.17462873788509	295.28187233008794
5.43e-07	85.64253588164398	290.8474304382287
5.46e-07	83.8791374743994	286.67342727970373
5.49e-07	70.4232863794771	282.7445670550698
5.52e-07	66.32739962553654	279.0464523008475
5.55e-07	66.22175802208332	275.56553112944846
5.58e-07	55.15828306448652	272.2890475677473
5.61e-07	69.45480648167498	269.20499481231417
5.64e-07	65.5707813722476	266.3020712300101
5.67e-07	56.296314813300306	263.5696389427051
5.7e-07	64.05765491989355	260.9976848443542
5.73e-07	41.905321143699084	258.5767839075742
5.76e-07	52.665095809828685	256.29806464525933
5.79e-07	41.80240245814999	254.1531766006657
5.82e-07	43.2737138524408	252.13425974683298
5.85e-07	29.308875609887572	250.23391568320514
5.88e-07	34.284595954865964	248.44518052389947
5.91e-07	23.894463728695126	246.7614993782714
5.939999999999999e-07	33.16102482967259	245.17670233025916
5.97e-07	29.03701578824279	243.68498182848228
